,date,time,customer_no,location
95,2020-04-08,08:02:00,26,checkout
96,2020-04-08,08:02:00,30,spices
97,2020-04-08,08:02:00,32,checkout
98,2020-04-08,08:03:00,30,dairy
99,2020-04-08,08:04:00,30,spices
100,2020-04-08,08:10:00,30,drinks
101,2020-04-08,08:10:00,34,spices
102,2020-04-08,08:11:00,30,checkout
103,2020-04-08,08:11:00,35,fruit
104,2020-04-08,08:12:00,33,dairy
105,2020-04-08,08:13:00,34,checkout
106,2020-04-08,08:13:00,36,fruit
107,2020-04-08,08:14:00,33,drinks
108,2020-04-08,08:14:00,37,dairy
109,2020-04-08,08:15:00,33,checkout
110,2020-04-08,08:15:00,37,spices
111,2020-04-08,08:16:00,37,dairy
112,2020-04-08,08:16:00,42,fruit
113,2020-04-08,08:17:00,38,fruit
114,2020-04-08,08:17:00,42,checkout
115,2020-04-08,08:18:00,35,dairy
116,2020-04-08,08:18:00,38,checkout
117,2020-04-08,08:18:00,39,dairy
118,2020-04-08,08:18:00,43,fruit
119,2020-04-08,08:20:00,41,fruit
120,2020-04-08,08:20:00,41,checkout
121,2020-04-08,08:20:00,43,checkout
122,2020-04-08,08:20:00,44,spices
123,2020-04-08,08:21:00,35,checkout
124,2020-04-08,08:21:00,47,dairy
125,2020-04-08,08:21:00,49,fruit
126,2020-04-08,08:22:00,36,dairy
127,2020-04-08,08:22:00,44,checkout
128,2020-04-08,08:22:00,45,fruit
129,2020-04-08,08:22:00,47,checkout
130,2020-04-08,08:22:00,48,fruit
131,2020-04-08,08:22:00,48,checkout
132,2020-04-08,08:23:00,39,fruit
133,2020-04-08,08:23:00,46,dairy
134,2020-04-08,08:24:00,40,dairy
135,2020-04-08,08:24:00,45,checkout
136,2020-04-08,08:24:00,49,checkout
137,2020-04-08,08:24:00,50,fruit
138,2020-04-08,08:25:00,40,drinks
139,2020-04-08,08:26:00,37,drinks
140,2020-04-08,08:26:00,46,spices
141,2020-04-08,08:26:00,46,checkout
142,2020-04-08,08:27:00,39,drinks
143,2020-04-08,08:29:00,40,checkout
144,2020-04-08,08:29:00,53,fruit
145,2020-04-08,08:29:00,53,checkout
146,2020-04-08,08:30:00,37,spices
147,2020-04-08,08:30:00,50,dairy
148,2020-04-08,08:30:00,52,fruit
149,2020-04-08,08:31:00,36,fruit
150,2020-04-08,08:31:00,39,fruit
151,2020-04-08,08:31:00,52,dairy
152,2020-04-08,08:31:00,52,checkout
153,2020-04-08,08:32:00,39,spices
154,2020-04-08,08:32:00,39,checkout
155,2020-04-08,08:32:00,51,fruit
156,2020-04-08,08:33:00,37,dairy
157,2020-04-08,08:33:00,54,spices
158,2020-04-08,08:34:00,36,dairy
159,2020-04-08,08:34:00,50,drinks
160,2020-04-08,08:34:00,51,checkout
161,2020-04-08,08:35:00,50,spices
162,2020-04-08,08:35:00,56,spices
163,2020-04-08,08:36:00,37,fruit
164,2020-04-08,08:37:00,55,fruit
165,2020-04-08,08:37:00,56,checkout
166,2020-04-08,08:38:00,55,spices
167,2020-04-08,08:38:00,58,fruit
168,2020-04-08,08:39:00,36,drinks
169,2020-04-08,08:39:00,50,checkout
170,2020-04-08,08:39:00,57,drinks
171,2020-04-08,08:40:00,37,checkout
172,2020-04-08,08:40:00,57,spices
173,2020-04-08,08:41:00,54,dairy
174,2020-04-08,08:42:00,59,spices
175,2020-04-08,08:42:00,63,dairy
176,2020-04-08,08:42:00,64,drinks
177,2020-04-08,08:43:00,54,spices
178,2020-04-08,08:43:00,57,drinks
179,2020-04-08,08:43:00,57,checkout
180,2020-04-08,08:43:00,58,dairy
181,2020-04-08,08:43:00,59,drinks
182,2020-04-08,08:43:00,62,fruit
183,2020-04-08,08:43:00,63,spices
184,2020-04-08,08:43:00,64,fruit
185,2020-04-08,08:43:00,64,checkout
186,2020-04-08,08:44:00,36,fruit
187,2020-04-08,08:44:00,54,drinks
188,2020-04-08,08:44:00,55,dairy
189,2020-04-08,08:44:00,62,checkout
190,2020-04-08,08:45:00,55,checkout
191,2020-04-08,08:45:00,59,checkout
192,2020-04-08,08:47:00,58,drinks
193,2020-04-08,08:47:00,63,drinks
194,2020-04-08,08:48:00,36,checkout
195,2020-04-08,08:48:00,54,checkout
196,2020-04-08,08:48:00,65,drinks
197,2020-04-08,08:49:00,61,dairy
198,2020-04-08,08:51:00,58,checkout
199,2020-04-08,08:51:00,63,checkout
200,2020-04-08,08:51:00,66,fruit
201,2020-04-08,08:52:00,60,dairy
202,2020-04-08,08:52:00,60,checkout
203,2020-04-08,08:52:00,61,drinks
204,2020-04-08,08:52:00,65,checkout
205,2020-04-08,08:52:00,68,dairy
206,2020-04-08,08:52:00,69,fruit
207,2020-04-08,08:53:00,61,spices
208,2020-04-08,08:53:00,67,fruit
209,2020-04-08,08:53:00,70,fruit
210,2020-04-08,08:53:00,71,dairy
211,2020-04-08,08:53:00,72,spices
212,2020-04-08,08:54:00,67,dairy
213,2020-04-08,08:54:00,67,checkout
214,2020-04-08,08:54:00,70,checkout
215,2020-04-08,08:54:00,72,drinks
216,2020-04-08,08:54:00,73,dairy
217,2020-04-08,08:54:00,74,spices
218,2020-04-08,08:55:00,66,checkout
219,2020-04-08,08:55:00,68,checkout
220,2020-04-08,08:55:00,72,fruit
221,2020-04-08,08:55:00,73,checkout
222,2020-04-08,08:55:00,77,fruit
223,2020-04-08,08:56:00,61,checkout
224,2020-04-08,08:56:00,69,checkout
225,2020-04-08,08:56:00,71,checkout
226,2020-04-08,08:56:00,72,checkout
227,2020-04-08,08:56:00,74,dairy
228,2020-04-08,08:57:00,74,spices
229,2020-04-08,08:59:00,74,drinks
230,2020-04-08,08:59:00,74,checkout
231,2020-04-08,08:59:00,76,fruit
232,2020-04-08,08:59:00,76,checkout
233,2020-04-08,09:01:00,75,dairy
234,2020-04-08,09:04:00,77,dairy
235,2020-04-08,09:05:00,75,checkout
236,2020-04-08,09:08:00,77,checkout
237,2020-04-08,09:08:00,78,dairy
238,2020-04-08,09:10:00,79,spices
239,2020-04-08,09:11:00,78,fruit
240,2020-04-08,09:11:00,79,dairy
241,2020-04-08,09:14:00,78,checkout
242,2020-04-08,09:15:00,79,checkout
243,2020-04-08,09:20:00,80,dairy
244,2020-04-08,09:20:00,82,drinks
245,2020-04-08,09:20:00,82,checkout
246,2020-04-08,09:23:00,81,fruit
247,2020-04-08,09:24:00,80,checkout
248,2020-04-08,09:24:00,81,dairy
249,2020-04-08,09:24:00,83,drinks
250,2020-04-08,09:26:00,83,checkout
251,2020-04-08,09:27:00,81,checkout
252,2020-04-08,09:27:00,84,fruit
253,2020-04-08,09:28:00,84,spices
254,2020-04-08,09:30:00,84,checkout
255,2020-04-08,09:36:00,85,spices
256,2020-04-08,09:37:00,85,checkout
257,2020-04-08,09:37:00,86,drinks
258,2020-04-08,09:38:00,86,checkout
259,2020-04-08,09:38:00,87,dairy
260,2020-04-08,09:39:00,87,spices
261,2020-04-08,09:41:00,87,drinks
262,2020-04-08,09:45:00,87,spices
263,2020-04-08,09:49:00,87,fruit
264,2020-04-08,09:51:00,87,checkout
265,2020-04-08,09:57:00,89,fruit
266,2020-04-08,09:58:00,91,drinks
267,2020-04-08,09:58:00,92,drinks
268,2020-04-08,09:59:00,90,fruit
269,2020-04-08,09:59:00,91,spices
270,2020-04-08,09:59:00,92,spices
271,2020-04-08,09:59:00,93,fruit
272,2020-04-08,09:59:00,94,spices
273,2020-04-08,10:00:00,88,dairy
274,2020-04-08,10:00:00,90,spices
275,2020-04-08,10:00:00,91,dairy
276,2020-04-08,10:00:00,96,fruit
277,2020-04-08,10:01:00,88,drinks
278,2020-04-08,10:01:00,89,checkout
279,2020-04-08,10:01:00,91,drinks
280,2020-04-08,10:01:00,94,dairy
281,2020-04-08,10:02:00,88,fruit
282,2020-04-08,10:02:00,90,dairy
283,2020-04-08,10:02:00,91,checkout
284,2020-04-08,10:02:00,93,drinks
285,2020-04-08,10:03:00,90,checkout
286,2020-04-08,10:03:00,94,fruit
287,2020-04-08,10:03:00,95,drinks
288,2020-04-08,10:03:00,96,checkout
289,2020-04-08,10:03:00,97,drinks
290,2020-04-08,10:04:00,88,dairy
291,2020-04-08,10:04:00,93,spices
292,2020-04-08,10:04:00,95,dairy
293,2020-04-08,10:04:00,98,dairy
294,2020-04-08,10:04:00,99,fruit
295,2020-04-08,10:04:00,100,spices
296,2020-04-08,10:05:00,92,dairy
297,2020-04-08,10:05:00,95,drinks
298,2020-04-08,10:05:00,97,fruit
299,2020-04-08,10:05:00,102,fruit
300,2020-04-08,10:06:00,88,fruit
301,2020-04-08,10:06:00,92,drinks
302,2020-04-08,10:06:00,95,checkout
303,2020-04-08,10:06:00,100,checkout
304,2020-04-08,10:06:00,104,fruit
305,2020-04-08,10:07:00,92,fruit
306,2020-04-08,10:07:00,94,checkout
307,2020-04-08,10:07:00,97,spices
308,2020-04-08,10:07:00,98,drinks
309,2020-04-08,10:07:00,99,checkout
310,2020-04-08,10:07:00,101,spices
311,2020-04-08,10:07:00,102,drinks
312,2020-04-08,10:08:00,88,checkout
313,2020-04-08,10:08:00,92,checkout
314,2020-04-08,10:08:00,93,checkout
315,2020-04-08,10:08:00,103,fruit
316,2020-04-08,10:08:00,104,dairy
317,2020-04-08,10:09:00,101,dairy
318,2020-04-08,10:09:00,105,fruit
319,2020-04-08,10:10:00,98,fruit
320,2020-04-08,10:10:00,102,checkout
321,2020-04-08,10:11:00,101,fruit
322,2020-04-08,10:11:00,104,spices
323,2020-04-08,10:12:00,98,checkout
324,2020-04-08,10:12:00,101,checkout
325,2020-04-08,10:12:00,103,dairy
326,2020-04-08,10:12:00,105,drinks
327,2020-04-08,10:12:00,106,dairy
328,2020-04-08,10:13:00,97,drinks
329,2020-04-08,10:13:00,103,checkout
330,2020-04-08,10:13:00,106,fruit
331,2020-04-08,10:14:00,104,drinks
332,2020-04-08,10:15:00,97,checkout
333,2020-04-08,10:15:00,105,fruit
334,2020-04-08,10:15:00,107,spices
335,2020-04-08,10:15:00,108,dairy
336,2020-04-08,10:16:00,106,dairy
337,2020-04-08,10:16:00,107,drinks
338,2020-04-08,10:17:00,104,checkout
339,2020-04-08,10:17:00,106,drinks
340,2020-04-08,10:18:00,105,checkout
341,2020-04-08,10:18:00,106,spices
342,2020-04-08,10:18:00,108,checkout
343,2020-04-08,10:18:00,109,dairy
344,2020-04-08,10:19:00,106,dairy
345,2020-04-08,10:20:00,109,drinks
346,2020-04-08,10:21:00,110,drinks
347,2020-04-08,10:22:00,107,dairy
348,2020-04-08,10:22:00,110,checkout
349,2020-04-08,10:23:00,106,spices
350,2020-04-08,10:23:00,109,checkout
351,2020-04-08,10:25:00,107,checkout
352,2020-04-08,10:26:00,111,spices
353,2020-04-08,10:26:00,111,checkout
354,2020-04-08,10:27:00,106,fruit
355,2020-04-08,10:28:00,113,spices
356,2020-04-08,10:29:00,112,dairy
357,2020-04-08,10:29:00,113,fruit
358,2020-04-08,10:30:00,113,spices
359,2020-04-08,10:31:00,106,checkout
360,2020-04-08,10:31:00,113,fruit
361,2020-04-08,10:33:00,112,checkout
362,2020-04-08,10:34:00,113,checkout
363,2020-04-08,10:39:00,114,drinks
364,2020-04-08,10:40:00,114,fruit
365,2020-04-08,10:41:00,115,fruit
366,2020-04-08,10:42:00,115,dairy
367,2020-04-08,10:43:00,114,drinks
368,2020-04-08,10:44:00,115,spices
369,2020-04-08,10:44:00,116,dairy
370,2020-04-08,10:45:00,114,dairy
371,2020-04-08,10:47:00,115,dairy
372,2020-04-08,10:48:00,114,checkout
373,2020-04-08,10:48:00,116,fruit
374,2020-04-08,10:50:00,115,fruit
375,2020-04-08,10:50:00,115,checkout
376,2020-04-08,10:52:00,116,dairy
377,2020-04-08,10:52:00,117,spices
378,2020-04-08,10:55:00,116,checkout
379,2020-04-08,10:56:00,117,checkout
380,2020-04-08,10:57:00,119,spices
381,2020-04-08,11:00:00,118,fruit
382,2020-04-08,11:00:00,120,fruit
383,2020-04-08,11:01:00,119,checkout
384,2020-04-08,11:02:00,120,checkout
385,2020-04-08,11:03:00,118,checkout
386,2020-04-08,11:09:00,121,dairy
387,2020-04-08,11:11:00,121,fruit
388,2020-04-08,11:14:00,121,dairy
389,2020-04-08,11:16:00,121,spices
390,2020-04-08,11:18:00,121,fruit
391,2020-04-08,11:18:00,121,checkout
392,2020-04-08,11:18:00,122,spices
393,2020-04-08,11:19:00,122,drinks
394,2020-04-08,11:20:00,122,spices
395,2020-04-08,11:20:00,124,dairy
396,2020-04-08,11:20:00,125,spices
397,2020-04-08,11:21:00,125,fruit
398,2020-04-08,11:22:00,128,dairy
399,2020-04-08,11:23:00,124,fruit
400,2020-04-08,11:23:00,126,drinks
401,2020-04-08,11:23:00,127,spices
402,2020-04-08,11:23:00,128,fruit
403,2020-04-08,11:24:00,122,checkout
404,2020-04-08,11:24:00,124,dairy
405,2020-04-08,11:24:00,125,checkout
406,2020-04-08,11:25:00,123,dairy
407,2020-04-08,11:25:00,127,fruit
408,2020-04-08,11:25:00,128,drinks
409,2020-04-08,11:26:00,124,checkout
410,2020-04-08,11:26:00,126,checkout
411,2020-04-08,11:26:00,129,dairy
412,2020-04-08,11:28:00,129,fruit
413,2020-04-08,11:29:00,128,spices
414,2020-04-08,11:29:00,128,checkout
415,2020-04-08,11:30:00,129,checkout
416,2020-04-08,11:33:00,123,fruit
417,2020-04-08,11:34:00,123,drinks
418,2020-04-08,11:34:00,127,dairy
419,2020-04-08,11:34:00,131,fruit
420,2020-04-08,11:35:00,127,drinks
421,2020-04-08,11:35:00,127,checkout
422,2020-04-08,11:37:00,123,checkout
423,2020-04-08,11:37:00,131,dairy
424,2020-04-08,11:38:00,131,spices
425,2020-04-08,11:39:00,133,spices
426,2020-04-08,11:40:00,130,dairy
427,2020-04-08,11:40:00,132,spices
428,2020-04-08,11:41:00,131,drinks
429,2020-04-08,11:41:00,132,drinks
430,2020-04-08,11:41:00,133,checkout
431,2020-04-08,11:41:00,134,spices
432,2020-04-08,11:42:00,131,checkout
433,2020-04-08,11:42:00,135,drinks
434,2020-04-08,11:43:00,130,drinks
435,2020-04-08,11:43:00,135,spices
436,2020-04-08,11:43:00,137,spices
437,2020-04-08,11:44:00,130,spices
438,2020-04-08,11:44:00,132,checkout
439,2020-04-08,11:44:00,134,fruit
440,2020-04-08,11:44:00,137,fruit
441,2020-04-08,11:44:00,139,dairy
442,2020-04-08,11:44:00,141,drinks
443,2020-04-08,11:45:00,130,fruit
444,2020-04-08,11:45:00,130,checkout
445,2020-04-08,11:45:00,135,drinks
446,2020-04-08,11:45:00,137,checkout
447,2020-04-08,11:45:00,139,spices
448,2020-04-08,11:45:00,140,fruit
449,2020-04-08,11:45:00,141,checkout
450,2020-04-08,11:46:00,134,spices
451,2020-04-08,11:46:00,136,drinks
452,2020-04-08,11:46:00,136,checkout
453,2020-04-08,11:47:00,138,spices
454,2020-04-08,11:48:00,139,drinks
455,2020-04-08,11:49:00,135,checkout
456,2020-04-08,11:49:00,140,spices
457,2020-04-08,11:50:00,139,checkout
458,2020-04-08,11:50:00,142,fruit
459,2020-04-08,11:51:00,138,fruit
460,2020-04-08,11:51:00,142,spices
461,2020-04-08,11:51:00,143,fruit
462,2020-04-08,11:52:00,138,drinks
463,2020-04-08,11:52:00,140,drinks
464,2020-04-08,11:53:00,138,fruit
465,2020-04-08,11:53:00,142,dairy
466,2020-04-08,11:53:00,142,checkout
467,2020-04-08,11:54:00,138,checkout
468,2020-04-08,11:54:00,140,spices
469,2020-04-08,11:55:00,134,drinks
470,2020-04-08,11:55:00,143,checkout
471,2020-04-08,11:57:00,134,checkout
472,2020-04-08,11:57:00,144,spices
473,2020-04-08,11:58:00,144,dairy
474,2020-04-08,11:59:00,140,dairy
475,2020-04-08,11:59:00,144,spices
476,2020-04-08,12:00:00,144,fruit
477,2020-04-08,12:00:00,145,fruit
478,2020-04-08,12:01:00,140,checkout
479,2020-04-08,12:01:00,144,dairy
480,2020-04-08,12:02:00,145,spices
481,2020-04-08,12:04:00,145,dairy
482,2020-04-08,12:04:00,146,dairy
483,2020-04-08,12:04:00,149,fruit
484,2020-04-08,12:05:00,150,drinks
485,2020-04-08,12:06:00,144,drinks
486,2020-04-08,12:06:00,146,fruit
487,2020-04-08,12:06:00,149,dairy
488,2020-04-08,12:06:00,150,fruit
489,2020-04-08,12:07:00,145,checkout
490,2020-04-08,12:07:00,146,dairy
491,2020-04-08,12:07:00,151,dairy
492,2020-04-08,12:07:00,152,drinks
493,2020-04-08,12:08:00,144,checkout
494,2020-04-08,12:08:00,146,spices
495,2020-04-08,12:08:00,148,fruit
496,2020-04-08,12:08:00,148,checkout
497,2020-04-08,12:08:00,149,checkout
498,2020-04-08,12:08:00,150,spices
499,2020-04-08,12:08:00,154,dairy
500,2020-04-08,12:09:00,146,fruit
501,2020-04-08,12:09:00,151,checkout
502,2020-04-08,12:09:00,152,checkout
503,2020-04-08,12:09:00,155,fruit
504,2020-04-08,12:10:00,150,checkout
505,2020-04-08,12:10:00,155,checkout
506,2020-04-08,12:10:00,156,fruit
507,2020-04-08,12:11:00,146,dairy
508,2020-04-08,12:11:00,147,dairy
509,2020-04-08,12:11:00,153,dairy
510,2020-04-08,12:12:00,146,checkout
511,2020-04-08,12:12:00,147,spices
512,2020-04-08,12:13:00,154,drinks
513,2020-04-08,12:14:00,156,checkout
514,2020-04-08,12:15:00,153,fruit
515,2020-04-08,12:16:00,147,checkout
516,2020-04-08,12:16:00,153,checkout
517,2020-04-08,12:16:00,157,fruit
518,2020-04-08,12:17:00,154,spices
519,2020-04-08,12:17:00,157,spices
520,2020-04-08,12:18:00,154,drinks
521,2020-04-08,12:18:00,157,fruit
522,2020-04-08,12:20:00,154,checkout
523,2020-04-08,12:22:00,157,drinks
524,2020-04-08,12:24:00,157,spices
525,2020-04-08,12:26:00,158,fruit
526,2020-04-08,12:27:00,157,dairy
527,2020-04-08,12:27:00,158,checkout
528,2020-04-08,12:28:00,157,checkout
529,2020-04-08,12:32:00,159,drinks
530,2020-04-08,12:32:00,160,fruit
531,2020-04-08,12:33:00,159,spices
532,2020-04-08,12:35:00,159,drinks
533,2020-04-08,12:36:00,159,checkout
534,2020-04-08,12:36:00,161,dairy
535,2020-04-08,12:37:00,160,dairy
536,2020-04-08,12:37:00,162,spices
537,2020-04-08,12:39:00,160,drinks
538,2020-04-08,12:39:00,161,checkout
539,2020-04-08,12:39:00,163,dairy
540,2020-04-08,12:40:00,165,dairy
541,2020-04-08,12:41:00,160,checkout
542,2020-04-08,12:41:00,162,checkout
543,2020-04-08,12:41:00,163,checkout
544,2020-04-08,12:41:00,164,fruit
545,2020-04-08,12:41:00,167,drinks
546,2020-04-08,12:42:00,170,drinks
547,2020-04-08,12:42:00,171,dairy
548,2020-04-08,12:43:00,165,spices
549,2020-04-08,12:43:00,166,drinks
550,2020-04-08,12:43:00,167,spices
551,2020-04-08,12:43:00,170,checkout
552,2020-04-08,12:43:00,172,fruit
553,2020-04-08,12:44:00,164,spices
554,2020-04-08,12:44:00,166,checkout
555,2020-04-08,12:44:00,167,drinks
556,2020-04-08,12:44:00,168,fruit
557,2020-04-08,12:44:00,169,fruit
558,2020-04-08,12:44:00,173,fruit
559,2020-04-08,12:45:00,168,dairy
560,2020-04-08,12:45:00,171,drinks
561,2020-04-08,12:45:00,172,spices
562,2020-04-08,12:45:00,173,checkout
563,2020-04-08,12:46:00,164,drinks
564,2020-04-08,12:46:00,168,spices
565,2020-04-08,12:46:00,169,checkout
566,2020-04-08,12:47:00,165,checkout
567,2020-04-08,12:47:00,171,checkout
568,2020-04-08,12:47:00,172,drinks
569,2020-04-08,12:48:00,167,checkout
570,2020-04-08,12:48:00,172,spices
571,2020-04-08,12:49:00,164,checkout
572,2020-04-08,12:49:00,168,dairy
573,2020-04-08,12:49:00,172,drinks
574,2020-04-08,12:50:00,168,drinks
575,2020-04-08,12:51:00,168,fruit
576,2020-04-08,12:52:00,168,drinks
577,2020-04-08,12:52:00,172,checkout
578,2020-04-08,12:53:00,168,fruit
579,2020-04-08,12:55:00,168,dairy
580,2020-04-08,12:56:00,174,spices
581,2020-04-08,12:56:00,178,spices
582,2020-04-08,12:57:00,168,spices
583,2020-04-08,12:57:00,178,fruit
584,2020-04-08,12:58:00,174,fruit
585,2020-04-08,12:58:00,176,fruit
586,2020-04-08,12:58:00,177,fruit
587,2020-04-08,12:58:00,178,spices
588,2020-04-08,12:58:00,179,fruit
589,2020-04-08,12:59:00,179,spices
590,2020-04-08,13:00:00,176,drinks
591,2020-04-08,13:01:00,168,checkout
592,2020-04-08,13:01:00,177,checkout
593,2020-04-08,13:01:00,179,drinks
594,2020-04-08,13:01:00,180,drinks
595,2020-04-08,13:03:00,175,dairy
596,2020-04-08,13:03:00,176,checkout
597,2020-04-08,13:03:00,179,checkout
598,2020-04-08,13:04:00,178,drinks
599,2020-04-08,13:05:00,174,dairy
600,2020-04-08,13:05:00,180,checkout
601,2020-04-08,13:07:00,175,checkout
602,2020-04-08,13:07:00,183,drinks
603,2020-04-08,13:08:00,182,drinks
604,2020-04-08,13:08:00,183,spices
605,2020-04-08,13:09:00,174,checkout
606,2020-04-08,13:09:00,184,fruit
607,2020-04-08,13:10:00,178,fruit
608,2020-04-08,13:10:00,181,fruit
609,2020-04-08,13:12:00,181,drinks
610,2020-04-08,13:12:00,181,checkout
611,2020-04-08,13:12:00,182,checkout
612,2020-04-08,13:13:00,178,checkout
613,2020-04-08,13:13:00,184,checkout
614,2020-04-08,13:16:00,185,fruit
615,2020-04-08,13:19:00,185,checkout
616,2020-04-08,13:19:00,186,fruit
617,2020-04-08,13:19:00,188,dairy
618,2020-04-08,13:20:00,183,dairy
619,2020-04-08,13:20:00,186,checkout
620,2020-04-08,13:20:00,187,dairy
621,2020-04-08,13:20:00,190,dairy
622,2020-04-08,13:20:00,190,checkout
623,2020-04-08,13:20:00,191,fruit
624,2020-04-08,13:21:00,188,spices
625,2020-04-08,13:21:00,189,dairy
626,2020-04-08,13:21:00,191,checkout
627,2020-04-08,13:22:00,187,checkout
628,2020-04-08,13:22:00,189,checkout
629,2020-04-08,13:23:00,188,fruit
630,2020-04-08,13:24:00,192,dairy
631,2020-04-08,13:25:00,183,drinks
632,2020-04-08,13:25:00,192,drinks
633,2020-04-08,13:25:00,194,dairy
634,2020-04-08,13:26:00,188,checkout
635,2020-04-08,13:27:00,193,dairy
636,2020-04-08,13:27:00,198,fruit
637,2020-04-08,13:27:00,199,spices
638,2020-04-08,13:28:00,195,spices
639,2020-04-08,13:28:00,198,drinks
640,2020-04-08,13:29:00,192,dairy
641,2020-04-08,13:29:00,194,checkout
642,2020-04-08,13:29:00,195,drinks
643,2020-04-08,13:29:00,196,drinks
644,2020-04-08,13:29:00,197,fruit
645,2020-04-08,13:29:00,198,fruit
646,2020-04-08,13:30:00,183,fruit
647,2020-04-08,13:30:00,195,fruit
648,2020-04-08,13:30:00,197,dairy
649,2020-04-08,13:31:00,193,checkout
650,2020-04-08,13:31:00,195,checkout
651,2020-04-08,13:31:00,197,fruit
652,2020-04-08,13:31:00,198,checkout
653,2020-04-08,13:31:00,199,checkout
654,2020-04-08,13:31:00,200,spices
655,2020-04-08,13:32:00,183,dairy
656,2020-04-08,13:32:00,192,spices
657,2020-04-08,13:32:00,196,checkout
658,2020-04-08,13:32:00,197,checkout
659,2020-04-08,13:32:00,201,dairy
660,2020-04-08,13:32:00,202,spices
661,2020-04-08,13:33:00,201,fruit
662,2020-04-08,13:33:00,204,spices
663,2020-04-08,13:33:00,205,drinks
664,2020-04-08,13:33:00,206,fruit
665,2020-04-08,13:34:00,202,drinks
666,2020-04-08,13:34:00,204,checkout
667,2020-04-08,13:34:00,205,checkout
668,2020-04-08,13:34:00,206,checkout
669,2020-04-08,13:35:00,183,checkout
